trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status,stage,environment,parameter,value,setting,algorithm_key,canonical_algorithm,dga_iterations,comm_label,target_count_condition,scenario_generation_seed,scenario_sha256,out_dir,run_id
11,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.192151806223485,36.192151806223485,0,0,0,28,22,32,0,0,0,0,0,0.0,0,257,0,77,228,0,31,46,63,14,0.0,15.4,2.8,collision_intent:31;hipc_clear_bundle:3;hipc_entry:11;state:32,0.44999999999999996,0.5,206,63.5347,1.0524,24.8758,0.4718,206,38.6589,0.6505,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
12,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,48.91977472044844,48.91977472044844,0,0,0,37,29,41,0,1,0,0,0,0.0,0,348,0,101,300,0,41,60,82,19,0.0,20.2,3.8,collision_intent:41;hipc_clear_bundle:3;hipc_entry:16;state:41,0.6499999999999999,0.5182926829268293,277,79.2965,0.7144,34.6734,0.4956,277,44.6231,0.2473,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
13,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.85925232949807,36.85925232949807,0,0,0,44,19,48,0,2,0,0,0,0.0,0,239,0,125,372,0,47,78,95,30,0.0,25.0,6.0,collision_intent:47;hipc_clear_bundle:4;hipc_entry:26;state:48,0.44999999999999996,0.23958333333333326,166,55.7067,0.6921,24.9078,0.4809,166,30.7989,0.3142,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
14,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,35.466074315652314,35.466074315652314,0,0,0,48,21,52,0,1,0,0,0,0.0,0,223,0,115,342,0,50,65,102,13,0.0,23.0,2.6,collision_intent:50;hipc_clear_bundle:2;hipc_entry:11;state:52,0.44999999999999996,0.33653846153846145,131,51.4937,0.682,28.6089,0.4669,131,22.8848,0.3021,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
15,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,41.35169309190476,41.35169309190476,0,0,0,52,25,56,0,0,0,0,0,0.0,0,264,0,119,354,0,54,65,110,9,0.0,23.8,1.8,collision_intent:54;hipc_clear_bundle:2;hipc_entry:7;state:56,0.3500000000000001,0.3660714285714286,168,62.17,0.7052,30.7391,0.4741,168,31.4309,0.242,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
16,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.685099104978654,36.685099104978654,0,0,0,48,22,52,0,0,0,0,0,0.0,0,233,0,115,342,0,50,65,102,13,0.0,23.0,2.6,collision_intent:50;hipc_clear_bundle:2;hipc_entry:11;state:52,0.55,0.3653846153846154,141,62.8854,0.7305,34.7302,0.517,141,28.1552,0.2757,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
17,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,44.29821913268944,44.29821913268944,0,0,0,50,26,54,0,0,1,1,0,0.0,0,293,0,120,357,0,53,67,107,13,0.0,24.0,2.6,collision_intent:53;hipc_clear_bundle:2;hipc_entry:11;state:54,0.3500000000000001,0.38888888888888884,191,64.0766,0.7505,31.6401,0.512,191,32.4365,0.2814,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
18,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,42.11437055590162,42.11437055590162,0,0,0,36,25,40,0,1,0,0,0,0.0,0,292,0,91,270,0,38,53,78,13,0.0,18.2,2.6,collision_intent:38;hipc_clear_bundle:2;hipc_entry:11;state:40,0.6499999999999999,0.48750000000000004,223,65.2079,0.6982,28.2854,0.4585,223,36.9225,0.2424,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
19,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,44.14814821775261,44.14814821775261,0,0,0,36,26,40,0,0,0,0,0,0.0,0,307,0,95,282,0,39,56,79,16,0.0,19.0,3.2,collision_intent:39;hipc_clear_bundle:3;hipc_entry:13;state:40,0.44999999999999996,0.48750000000000004,241,67.7547,0.7571,28.6747,0.5368,241,39.08,0.2666,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
20,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,35.44534505871058,35.44534505871058,0,0,0,39,21,43,0,1,0,0,0,0.0,0,235,0,99,294,0,41,58,84,15,0.0,19.8,3.0,collision_intent:41;hipc_clear_bundle:2;hipc_entry:13;state:43,0.44999999999999996,0.38953488372093026,159,45.1049,0.4968,21.524,0.3343,159,23.5809,0.305,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
21,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,37.03158513341182,37.03158513341182,1,1,1,40,22,43,1,3,0,0,0,0.0,0,248,0,107,318,0,43,64,87,20,0.0,21.4,4.0,collision_intent:43;hipc_clear_bundle:4;hipc_entry:16;state:44,0.55,0.38953488372093026,172,56.4387,0.7426,27.564,0.4721,172,28.8747,0.2705,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
22,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,46.27133188123919,46.27133188123919,0,0,0,53,27,57,0,3,0,0,0,0.0,0,303,0,132,393,0,55,77,112,20,0.0,26.4,4.0,collision_intent:55;hipc_clear_bundle:3;hipc_entry:17;state:57,0.55,0.42543859649122817,197,66.6743,0.6193,35.1575,0.3949,197,31.5168,0.2932,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
23,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.386149783197204,36.386149783197204,0,0,0,37,22,41,0,0,0,0,0,0.0,0,247,0,91,270,0,39,52,80,11,0.0,18.2,2.2,collision_intent:39;hipc_clear_bundle:2;hipc_entry:9;state:41,0.3500000000000001,0.44512195121951215,177,63.2159,0.9169,30.1958,0.6164,177,33.0201,0.3133,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
24,known_visit,HIPC,ideal,1.0,19,361,4,5,targets_5_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,32.025794745787536,32.025794745787536,0,0,0,39,19,43,0,1,0,0,0,0.0,0,208,0,99,294,0,41,58,84,15,0.0,19.8,3.0,collision_intent:41;hipc_clear_bundle:2;hipc_entry:13;state:43,0.44999999999999996,0.36627906976744184,133,54.339,0.9177,28.5792,0.5062,133,25.7598,0.4395,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h2/ideal/targets_5_hipc_h2_ideal,targets_5_hipc_h2_ideal
0,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,61.35902420850398,61.35902420850398,2,2,2,99,36,99,4,8,3,1,1,5.0,1,364,0,365,907,186,106,259,209,156,0.24,73.0,31.2,acbba_entry:156;collision_intent:106;state:103,0.3500000000000001,0.21969696969696972,182,55.0167,0.7081,21.4067,0.4767,182,33.61,0.2333,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
1,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,17.89940541978621,17.89940541978621,0,0,0,34,11,38,0,6,1,1,0,0.0,0,105,0,165,404,89,38,127,76,89,0.23482849604221637,33.0,17.8,acbba_entry:89;collision_intent:38;state:38,0.1499999999999999,0.13157894736842102,49,17.0985,0.6246,7.7947,0.421,49,9.3038,0.2716,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
2,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.93202313636823,36.93202313636823,1,1,1,55,22,53,6,2,0,0,0,0.0,0,226,0,224,549,120,58,166,117,107,0.24242424242424243,44.8,21.4,acbba_entry:107;collision_intent:58;state:59,0.55,0.30660377358490565,125,37.2271,0.5868,14.0288,0.3764,125,23.1983,0.2252,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
3,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,46.317368437613275,46.317368437613275,1,1,1,46,28,49,1,3,1,1,0,0.0,0,314,0,180,442,95,49,131,99,81,0.24358974358974358,36.0,16.2,acbba_entry:81;collision_intent:49;state:50,0.3500000000000001,0.4234693877551021,230,51.7477,0.6437,17.6031,0.4137,230,34.1446,0.277,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
4,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,35.230571359027586,35.230571359027586,0,0,0,68,21,72,0,4,0,0,0,0.0,0,200,0,241,581,137,70,171,142,99,0.26968503937007876,48.2,19.8,acbba_entry:99;collision_intent:70;state:72,0.44999999999999996,0.16666666666666674,76,25.9814,0.6675,11.2464,0.3928,76,14.735,0.441,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
5,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,36.10872449610858,36.10872449610858,0,0,0,46,22,50,0,4,0,0,0,0.0,0,233,0,216,512,134,54,162,104,112,0.2768595041322314,43.2,22.4,acbba_entry:112;collision_intent:54;state:50,0.3500000000000001,0.25,157,45.0176,0.7021,16.1125,0.4422,157,28.9051,0.3389,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
6,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,49.79275420074057,49.79275420074057,2,2,2,68,28,68,4,9,0,0,0,0.0,0,311,0,276,668,159,74,202,146,130,0.2628099173553719,55.2,26.0,acbba_entry:130;collision_intent:74;state:72,0.3500000000000001,0.2720588235294117,192,46.7814,0.5097,16.7746,0.2993,192,30.0068,0.3059,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
7,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,79.56838975753755,79.56838975753755,3,3,3,113,31,98,19,8,6,1,2,20.0,2,489,0,396,982,203,124,272,241,155,0.24969249692496925,79.2,31.0,acbba_entry:155;collision_intent:124;state:117,0.1499999999999999,0.1020408163265305,278,55.5429,0.6071,20.0591,0.3895,278,35.4838,0.2242,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
8,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,34.722117421801514,34.722117421801514,2,2,2,69,21,68,5,2,4,2,1,5.0,1,196,0,233,568,128,74,159,147,86,0.270042194092827,46.6,17.2,acbba_entry:86;collision_intent:74;state:73,0.3500000000000001,0.11029411764705888,65,16.2062,0.5872,7.2219,0.4231,65,8.9843,0.2191,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
9,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,37.54284392074602,37.54284392074602,0,0,0,60,22,64,0,2,0,0,0,0.0,0,228,0,221,537,123,66,155,130,91,0.2662337662337662,44.2,18.2,acbba_entry:91;collision_intent:66;state:64,0.3500000000000001,0.2265625,119,34.2298,0.6557,13.4365,0.4259,119,20.7933,0.2863,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
10,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,33.56948997266758,33.56948997266758,1,1,1,53,20,53,4,2,0,0,0,0.0,0,203,0,199,481,114,58,141,115,84,0.27078384798099764,39.8,16.8,acbba_entry:84;collision_intent:58;state:57,0.44999999999999996,0.24056603773584895,101,26.8164,0.571,10.6341,0.3683,101,16.1823,0.2267,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
11,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,44.31727902589992,44.31727902589992,2,2,2,56,26,56,4,1,0,0,0,0.0,0,285,0,202,502,101,60,142,120,82,0.23877068557919623,40.4,16.4,acbba_entry:82;collision_intent:60;state:60,0.44999999999999996,0.3214285714285714,178,32.963,0.3695,10.7221,0.2336,178,22.2409,0.2631,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
12,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,60.868672714587134,60.868672714587134,0,0,0,68,36,72,0,3,0,0,0,0.0,0,399,0,231,573,118,73,158,145,86,0.25,46.2,17.2,acbba_entry:86;collision_intent:73;state:72,0.1499999999999999,0.35416666666666674,272,74.0063,1.512,25.5608,0.4304,272,48.4455,1.4068,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
13,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,42.22010320860601,42.22010320860601,2,2,2,74,25,58,20,8,4,2,1,5.0,1,246,0,269,666,140,82,187,160,109,0.25,53.8,21.8,acbba_entry:109;collision_intent:82;state:78,0.44999999999999996,0.2068965517241379,106,33.3553,0.6488,13.6489,0.4086,106,19.7064,0.248,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
14,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,40.40164035646986,40.40164035646986,0,0,0,73,24,76,1,2,3,1,1,5.0,1,231,0,259,631,144,79,180,156,103,0.26765799256505574,51.8,20.6,acbba_entry:103;collision_intent:79;state:77,0.44999999999999996,0.14473684210526305,96,31.1601,0.6289,12.8724,0.4078,96,18.2877,0.2518,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
15,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,65.84029246641826,65.84029246641826,4,4,4,104,34,93,15,2,1,1,0,0.0,0,390,0,334,840,159,111,223,219,115,0.23873873873873874,66.8,23.0,acbba_entry:115;collision_intent:111;state:108,0.1499999999999999,0.10483870967741926,190,53.9081,0.6478,20.2368,0.4114,190,33.6713,0.2913,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
16,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,41.66549528747124,41.66549528747124,1,1,1,61,24,63,2,4,0,0,0,0.0,0,257,0,256,630,135,66,190,131,125,0.23809523809523808,51.2,25.0,acbba_entry:125;collision_intent:66;state:65,0.55,0.2658730158730158,145,48.2918,0.7431,19.2865,0.5171,145,29.0053,0.3922,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
17,known_visit,ACBBA,bernoulli,drop_0.25,19,361,4,5,targets_5_acbba_h3_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,42.71841213794544,42.71841213794544,3,3,3,86,25,81,9,3,0,0,0,0.0,0,232,0,290,699,169,90,200,180,110,0.2826086956521739,58.0,22.0,acbba_entry:110;collision_intent:90;state:90,0.1499999999999999,0.10185185185185186,70,23.9018,0.7029,10.5091,0.4627,70,13.3927,0.2604,completed,target_load_horizon_pilot,known,commitment_horizon,3,h3,acbba,ACBBA,,bernoulli_025,5,2026082105,e4ebd836af9857813608ca9f91cfef30ea406653734842494b8720b8bab73606,objective_tuning_target_load_pilot_25/results/raw/targets_5/h3/bernoulli/targets_5_acbba_h3_bernoulli_025,targets_5_acbba_h3_bernoulli_025
